author;lang;title;keywords_eng;keywords;series;year
doc_baa;"Wiedermann-Ondrej, Nadine";"eng";"Hybrid Instruments and the Indirect Credit Method - Does it work?";"";"Hybride Finanzierung / Doppelbesteuerung / Internationales Steuerrecht";"Discussion Papers SFB International Tax Coordination";2007;"This paper analyses the possibility of double non-taxation of hybrid instruments in cross border transactions where the country of the investor has implemented the indirect credit method for mitigation or elimination of double taxation. From an isolated perspective a double non-taxation cannot be obtained because typically no taxes are paid in the foreign country due to the classification as debt and therefore even in the case of a classification as a dividend in the country of the investor no indirect credit can be given to the taxpayer. Using this as a starting point this paper investigates the impact of asymmetric tax treatment of hybrid instruments on the indirect credit method and the potentials for minimizing the tax burden or even the possibility of obtaining a double non-taxation. On this basis the paper develops a formula that identifies the optimal investment strategy based on given tax rates. Special interest is given to the limitations and possible barriers to hybrid transactions. This paper intents to initiate a scientific discussion concerning the tax impact of hybrid instruments in countries where the indirect credit method is employed. (author's abstract)";
doc_4ed;"Dolnicar, Sara; Freitag, Roman";"eng";"The influence of interactions between market segmentation strategy and competition on organizational performance";"market segmentation / market condition influences / simulation";"Marktsegmentierung / Marktstruktur / Unternehmenserfolg / Simulation";"Working Papers SFB";2003;"A computer simulation study is conducted to explore the interaction of alternative segmentation strategies and the competitiveness of the market environment, a goal that can neither be tackled by purely analytic approaches nor is sufficient and undistorted real market data available to deduct findings in an empirical manner. The fundamental idea of the simulation is to increase competition in the artificial marketplace and to study the influence of segmentation strategy and varying market conditions on organizational success. Success/failure is measured using two performance criteria: number of units sold and survival of firms over 36 periods of time. Three central findings emerge: (1) the more competitive a market environment, the more successful the concentrated market segmentation strategy, (2) increased levels of marketing budgets do not favour firms following a concentrated segmentation strategy and (3) frequent rethinking and strategy modification impairs organizations that concentrate on target segments. (author's abstract)";
doc_df4;"Sak, Halis";"eng";"Efficient Simulations in Finance";"Monte Carlo method / variance reduction technique / financial simulation / value-at-risk / expected shortfall / credit risk";"";"Research Report Series / Department of Statistics and Mathematics";2008;"Measuring the risk of a credit portfolio is a challenge for financial institutions because of the regulations brought by the Basel Committee. In recent years lots of models and state-of-the-art methods, which utilize Monte Carlo simulation, were proposed to solve this problem. In most of the models factors are used to account for the correlations between obligors. We concentrate on the the normal copula model, which assumes multivariate normality of the factors. Computation of value at risk (VaR) and expected shortfall (ES) for realistic credit portfolio models is subtle, since, (i) there is dependency throughout the portfolio, (ii) an efficient method is required to compute tail loss probabilities and conditional expectations at multiple points simultaneously. This is why Monte Carlo simulation must be improved by variance reduction techniques such as importance sampling (IS). Thus a new method is developed for simulating tail loss probabilities and conditional expectations for a standard credit risk portfolio. The new method is an integration of IS with inner replications using geometric shortcut for dependent obligors in a normal copula framework. Numerical results show that the new method is better than naive simulation for computing tail loss probabilities and conditional expectations at a single x and VaR value. Finally, it is shown that compared to the standard t statistic a skewness-correction method of Peter Hall is a simple and more accurate alternative for constructing confidence intervals. (author´s abstract)";
doc_1ab;"Fent, Thomas";"eng";"Adaptive agents in the House of Quality";"adaptive systems / artificial intelligence / classifier systems / genetic algorithms / house of quality / quality function deployment / total quality management";"Produktentwicklung / Informationsfluss / Qualitätsmanagement / Genetischer Algorithmus / Adaptives System / Klassifikator <Informatik>";"Working Papers SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";1999;"Managing the information flow within a big organization is a challenging task. Moreover, in a distributed decision-making process conflicting objectives occur. In this paper, artificial adaptive agents are used to analyze this problem. The decision makers are implemented as Classifier Systems, and their learning process is simulated by Genetic Algorithms. To validate the outcomes we compared the results with the optimal solutions obtained by full enumeration. It turned out that the genetic algorithm indeed was able to generate useful rules that describe how the decision makers involved in new product development should react to the requests they are required to fulfill. (author's abstract)";
doc_a06;"Schnatter, Sylvia";"eng";"Integration-based Kalman-filtering for a Dynamic Generalized Linear Trend Model";"Approximate Bayesian Inference / Bayesian Computation / Dynamic Generalized Linear Models / Gauss-Hermite Integration / Kalman-Filtering for Non-Gaussian Data / Non-Gaussian State Space Models / Trend Modelling";"";"Forschungsberichte / Institut für Statistik";1991;"The topic of the paper is filtering for non-Gaussian dynamic (state space) models by approximate computation of posterior moments using numerical integration. A Gauss-Hermite procedure is implemented based on the approximate posterior mode estimator and curvature recently proposed in 121. This integration-based filtering method will be illustrated by a dynamic trend model for non-Gaussian time series. Comparision of the proposed method with other approximations ([15], [2]) is carried out by simulation experiments for time series from Poisson, exponential and Gamma distributions. (author's abstract)";
doc_7ee;"Walther, Herbert";"eng";"Optimal taxation of gambling and lotto";"";"Glücksspiel / Zahlenlotterie / Optimale Besteuerung";"Working Papers Series";2005;"Bets are analyzed using an intertemporal, state dependent expected utility model with non-linear probability weighting. Gamblers face a tradeoff between long-run expected utility from wealth and the short-run and fading emotional utility from gambling. Different wager tax bets, including lotto, are compared in various settings (fair bet versus monopoly). Reaction patterns are analyzed with respect to tax rates, the price of tickets, jackpots and the scale of the gamble. It is shown that optimal tax rates are higher for larger lotto communities, jackpots induce overshooting bubbles and taxes on lotto and fix-prize gambles are regressive. (author's abstract)";
doc_d9b;"Dittrich, Regina; Francis, Brian; Katzenbeisser, Walter";"eng";"Temporal dependence in longitudinal paired comparisons";"Bradley-Terry model / multiple multinomial responses / log-linear model / conditional log-odds ratio / paired comparison data";"";"Research Report Series / Department of Statistics and Mathematics";2008;"This paper develops a new approach to the analysis of longitudinal paired comparison data, where comparisons of the same objects by the same judges are made on more than one occasion. As an alternative to other recent approaches to such data, which are based on Kalman filter- ing, our approach treats the problem as one of multivariate multinomial data, allowing dependence terms between comparisons over time to be incorporated. The resulting model can be fitted as a Poisson log-linear model and has parallels with the quadratic binary exponential distribution of Cox. An example from the British Household Panel Survey illustrates the approach. (author´s abstract)";
doc_5c2;"Schäffer, Ellen";"ger";"Wintersportregionen im wachsenden Wettbewerb. Ein Marketingkonzept für die Region Saalbach-Hinterglemm";"";"Marketing / Tourismus / Standortwahl / Saalbach-Hinterglemm <Region> / Fremdenverkehr / Marketingkonzept";"Arbeitspapiere zur Europäischen Regionalforschung / REFO - Institut für Regionale Forschung in Europa";2003;"Zum einen ist Tourismus einer der wichtigsten Wirtschaftszweige Österreichs und zum anderen nimmt der Wintersport, insbesondere der alpine Schisport, eine besondere Stellung in Österreich ein. Betrachtet man die Leistungsbilanz Österreichs, so kann man erkennen, daß der Tourismus einen zentralen Anteil der Einnahmen darstellt. Die Steigerung der Deviseneinnahmen aus dem Reiseverkehr um 4,8% (560 Mio. Euro) im Jahr 2001 bestätigt die Bedeutung des Tourismus für die österreichische Wirtschaft (vgl. www.bmwa.gv.at/BMWA/Presse/Archiv 2001/ 54CD182996B36CD241256A800040845C.htm). Österreich gilt als die Ski-Nation Europas, in der neben der Stärkung des Fremdenverkehrsbewusstseins die Investitionen in Wintersportanlagen, Hotellerie und Gastgewerbe, aber auch eine Verbesserung des Pistenangebotes, zu umfassenden positiven Effekten in der regionalen Tourismuswirtschaft führen. Aufgrund der Globalisierung und der damit wachsenden internationalen Konkurrenz, aber auch durch Veränderungen im technologischen, wirtschaftlichen und demographischen Bereich, kommt es zu einem verstärkten Wettbewerb zwischen einzelnen Regionen. Diesem Wettbewerb muß mit einer entsprechenden Strategie geantwortet werden um regionale Vorteile besser vermarkten zu können und somit das Überleben der Region zu sichern. (Autorenref.)";
doc_47f;"Bernroider, Edward; Koch, Stefan";"ger";"Empirische Untersuchung der Entscheidungsfindung bei der Auswahl betriebswirtschaftlicher Standardsoftware in österreichischen Unternehmen";"";"Österreich / Unternehmen / Standardsoftware / Entscheidungsfindung / Umfrage";"";1999;"In diesem Diskussionspapier wird die Entscheidungsfindung bei der Auswahl betriebswirtschaftlicher Standardsoftware mit Hilfe einer empirischen Studie untersucht. Zunächst wird anhand der Darstellung des Problemgebietes ein Einstieg in den Forschungsbereich gegeben und die verwendete Methodik sowie die in weiterer Folge untersuchten Fragestellungen vorgestellt. Insbesondere wird der Einfluß verschiedener Faktoren wie Unternehmensgröße, Branche oder die Ausprägungen einzelner Kriterien auf die Entscheidung dargestellt. Außerdem wird der Ablauf des Entscheidungsprozesses in Bezug auf verwendete Methoden sowie beteiligte Personengruppen untersucht. Weitere Fragestellungen inkludieren den Aufwand für Entscheidungsfindung und Implementierung sowie die Änderungen dieser Größen in Abhängigkeit von anderen Variablen. Den Abschluß bildet eine Zusammenfassung der wichtigsten Erkenntnisse sowie ein Ausblick auf weitere mögliche Forschungsarbeiten. (Autorenref.)";
doc_8cb;"Karawatzki, Roman; Leydold, Josef; Pötzelberger, Klaus";"eng";"Automatic Markov Chain Monte Carlo Procedures for Sampling from Multivariate Distributions";"hit-and-run sampling / Markov chain Monte Carlo / multivariate random variate generation / ratio-of-uniforms method / log-concave distributions";"";"Research Report Series / Department of Statistics and Mathematics";2005;"Generating samples from multivariate distributions efficiently is an important task in Monte Carlo integration and many other stochastic simulation problems. Markov chain Monte Carlo has been shown to be very efficient compared to 'conventional methods', especially when many dimensions are involved. In this article we propose a Hit-and-Run sampler in combination with the Ratio-of-Uniforms method. We show that it is well suited for an algorithm to generate points from quite arbitrary distributions, which include all log-concave distributions. The algorithm works automatically in the sense that only the mode (or an approximation of it) and an oracle is required, i.e., a subroutine that returns the value of the density function at any point x. We show that the number of evaluations of the density increases slowly with dimension. An implementation of these algorithms in C is available from the <a href='http://statmath.wu-wien.ac.at/software/hitro/'>authors</a>. (author's abstract)";
doc_a46;"Pötzelberger, Klaus";"eng";"Admissible Unbiased Quantizations: Distributions without Linear Components";"Admissibility / quantization / Bishop-de Leeuw order / dilation / information / majorization / partitions / MSP-partitions";"";"Forschungsberichte / Institut für Statistik";2000;"Let P be a Borel probability measure on Rd. We characterize the maximal elements p E M(P,m) with respect to the Bishop-De Leeuw order, where p E M(P, m) if and only if p P and [supp(p)] m. The results obtained have important consequences for statistical inference, such as tests of homogeneity or multivariate cluster analysis and for the theory of comparison of experiments. (author's abstract)";
doc_86e;"Zeileis, Achim; Hothorn, Torsten; Hornik, Kurt";"eng";"Model-based recursive partitioning";"change points / maximum likelihood / parameter instability / recursive partitioning";"";"Research Report Series / Department of Statistics and Mathematics";2005;"Recursive partitioning is embedded into the general and well-established class of parametric models that can be fitted using M-type estimators (including maximum likelihood). An algorithm for model-based recursive partitioning is suggested for which the basic steps are: (1) fit a parametric model to a data set, (2) test for parameter instability over a set of partitioning variables, (3) if there is some overall parameter instability, split the model with respect to the variable associated with the highest instability, (4) repeat the procedure in each of the daughter nodes. The algorithm yields a partitioned (or segmented) parametric model that can effectively be visualized and that subject-matter scientists are used to analyze and interpret. (author's abstract)";
doc_8f9;"Cserer, Michael; Paukovits, Harald; Teodorowicz, Slawomir; Wolf, Thomas";"ger";"Die Wiener Indie-Szene";"";"Wien / Musikwirtschaft / Struktur / Klein- und Mittelbetrieb";"Research Unit Economy and Culture - Working Papers";2006;"Based on qualitative interviews with musicians, label owners, owners of clubs and journalists, this paper describes Viennas independent music scene from different angles. Beside of the pure description of the field of creative production (Bourdieu), we focus on the economic aspects of the scene and the relationships between the members of the scene. We show that the music production within the scene does not follow the rules of the market. It is neither organized within hierarchies, but mostly works on the basis of informal exchange. This works because the scene members are motivated intrinsically. So the artistic expression, high quality and originality are most important  and not money or fame. The Viennese music scene is therefore another example for an interesting phenomenon: a non-market or demandoriented production field within a highly capitalistic environment. (author's abstract)";
doc_a26;"Böhm, Walter; Mohanty, Sri Gopal";"eng";"Transient Analysis of M/M/1 Queues in Discrete Time with General Server Vacations";"";"";"Forschungsberichte / Institut für Statistik";1994;"In this contribution we consider an M/M/1 queueing model with general server vacations. Transient and steady state analysis are carried out in discrete time by combinatorial methods. Using weak convergence of discrete parameter Markov chains we obtain also formulas for the corresponding continuous time queueing model. As a special case we discuss briefly a queueing system with T-policy operating. (author's abstract)";
doc_6f5;"Hörmann, Wolfgang";"eng";"A note on the quality of random variates generated by the ratio of uniforms method";"ratio of uniforms method / linear congruential generator / discrepancy";"Zufallsgenerator / Univariate Wahrscheinlichkeitsverteilung";"Preprint Series / Department of Applied Statistics and Data Processing";1993;"The one-dimensional distribution of pseudo-random numbers generated by the ratio of uniforms methods using linear congruential generators (LCGs) as the source of uniform random numbers is investigated in this paper. Due to the two-dimensional lattice structure of LCGs there is always a comparable large gap without a point in the one-dimensional distribution of any ratio of uniforms method. Lower bounds for these probabilities only depending on the modulus and the Beyer quotient of the LCG are proved for the case that the Cauchy the normal or the exponential distribution are generated. These bounds justify the recommendation not to use the ratio of uniforms method combined with LCGs. (author's abstract)";
doc_4e5;"Breuss, Fritz";"eng";"Balassa-Samuelson effects in the CEEC";"Balassa-Samuelson effect / real exchange rate / EMU / EU enlargement / Euro / model simulations";"Europäische Union / Währungsunion / Balassa-Samuelson-Effekt / Beitrittsstaaten";"IEF Working Papers / Research Institute for European Affairs";2003;"A phantom is haunting the EU enlargement process. Some fear that the Balassa-Samuelson (B-S) effect might be a major obstacle for the Central and Eastern European countries (CEEC) to become members of the Economic and Monetary Union (EMU). A review of the relevant literature reveals that most estimations of the B-S effect in the EU acceding countries are flawed by one kind or the other. Either they do not estimate correctly the B-S propositions, or if they measure it they use a variety of measures for the variables needed. Additionally, the B-S effect is only a special case of a broader approach towards equilibrium real exchange rates. Lastly the B-S effect is studied in a CGE multi-country world in order to detect possible spillover effects. After describing the official road map towards the EMU, it is concluded that the uncertainties in measuring the B-S are much too high in order to see in it (alone) a major hindrance for the CEEC to become early members of the EMU. Moreover, real exchange rate appreciations that reflect productivity gains in the tradable sector are an equilibrium phenomenon and do not require a policy response. They are a natural phenomena in catching-up countries like the CEEC. Furthermore, the official doctrine for entering the EMU by the EU/ECB only interdicts depreciations but not appreciations for potential EMU members. (author's abstract)";
doc_d24;"Delgado Martin, Carolina; Kontsekova, Judit; Schinko, Georg";"ger";"Motive für die Wahl der Pressefotografie als Beruf";"";"Pressephotographie / Berufswahl";"Schriftenreihe / Forschungsbereich Wirtschaft und Kultur";2008;"";
doc_a3c;"Böhm, Walter";"eng";"Multivariate Lagrange Inversion and the Maximum of a Persistent Random Walk";"";"";"Forschungsberichte / Institut für Statistik";1999;"In this paper we consider an analogue of the classical simple random walk on the set of integers which has correlated increments. In particular we are interested in the distribution of the absorption times and the maximum of such processes. (author's abstract)";
doc_509;"Jäger, Johannes";"ger";"Pionier der Globalisierung: Chile";"";"Chile / Globalisierung / Wirtschaftsentwicklung / Geschichte";"SRE - Discussion Papers / Department of Urban and Regional Development";1999;"";
doc_500;"Novy, Andreas; Fernandes, Ana Cristina";"por";"A real supremacia do dinheiro do Plano Real brasileiro";"";"Brasilien / Plano real / Wirtschaftsentwicklung";"SRE - Discussion Papers / Department of Urban and Regional Development";1998;"";
doc_8f7;"Koch, Stefan; Olbrich, Christoph";"ger";"Ergebnisse eines empirischen Usability-Vergleichs von Open und Closed Source Office Paketen anhand von Microsoft Office und OpenOffice.org";"Open Source Software / Office Suite / Usability / Usability Test";"Benutzerfreundlichkeit / OpenOffice.org / Vergleich / Office <Programm>";"Working Papers on Information Systems, Information Business and Operations";2006;"In diesem Artikel werden die Ergebnisse einer vergleichenden Usability-Untersuchung von Office Suites dargestellt, wobei einerseits der kommerzielle Marktführer Microsoft Office, andererseits die in dem Bereich führende Open Source Software, OpenOffice.org, miteinbezogen wurden. Insbesondere sollte die Frage geklärt werden, ob und mit welchen Problemen ein Umstieg auf OpenOffice.org für Benutzer von Microsoft Office möglich ist. Die empirische Untersuchung zeigt, dass die Unterschiede zwischen den Softwareprodukten hinsichtlich Usability als gering anzusehen sind. Sowohl in der quantitativen Auswertung von Problemen und Bearbeitungszeiten, als auch in der subjektiven Wahrnehmung der Benutzer zeigen beide Programme individuelle Stärken und Schwächen. Insgesamt wäre aber ein Umstieg auf die Open Source Lösung für Office-User aus dem Blickpunkt der Usability leicht möglich, was auch durch entsprechende Stellungnahmen der Benutzer unterstrichen wird. (author's abstract)";
doc_3fb;"Badinger, Harald; Dutzler, Barbara";"eng";"Excess Reserves in the Eurosystem";"alternative uses / excess / Euro / international reserves";"Europäische Union - Mitgliedsstaaten / Währungsreserve / Goldreserve / Reduktion / Notenbank / Europäische Zentralbank / Haushaltsdefizit / Geldmengenpolitik / Europäische Union - Recht";"IEF Working Papers / Research Institute for European Affairs";2002;"Estimates suggest that international reserves of the Eurosystem could be reduced by one third to half ($130-$170 bill.) of its existing level after the introduction of the Euro. While the ultimate decision, whether and how to use these excessive reserves (public debt repayment, financing of a fund, financing of a tax cut) is a political one, some general results can be stated: First, since reserves earn interest revenue, a large part of which is transferred to the government anyway, moderate (but still positive) economic gains can be expected from a reserve reduction. Second, reserve reductions exceeding a certain threshold require the ECBs approval, which could, however, only be rejected if the envisaged measures were inconsistent with the ECBs monetary and exchange rate policy. Given that unintended macroeconomic effects can easily be avoided by a carefully planned and coordinated reserve reduction, such a rejection by the ECB  which is subject to the review by the European Court of Justice  is only hard to justify. Equally important from a legal point of view is that reserve reductions, effected as transfer of an extraordinary gain to the government, do not constitute monetary financing as prohibited under Art. 101 EC Treaty. Finally, reducing reserves to an adequate level would also eliminate incompatibilities and conflicts of interest between monetary and investment policy by the central banks and reduce their field of operation to their core task: the conduct of monetary policy. Thus, a carefully planned and coordinated reserve reduction can be supported from both an economic as well as legal point of view. (author's abstract)";
doc_40a;"Buchta, Christian; Meyer, David; Mild, Andreas; Pfister, Alexander; Taudes, Alfred";"eng";"The Emergence of Disruption";"strategic management / organizational decision making / disruptive technologies / agent-based simulations";"Strategisches Management / Technische Innovation / Markterschließung / Wettbewerb / Marktführer / Simulation";"Working Papers SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";2002;"We study the influence of technological efficiency and organizational inertia on the emergence of competition when firms decide myopically. Using an agent-based computer simulation model, we observe the competitive reaction of a former monopolist to the advent of a new competitor. While the entrant uses a new technology, the monopolist is free either to stick to his former technology or to switch to the new one. We find that?irrespective of details regarding the demand side?a change of industry leadership occurs only if the new (?disruptive?) technology is not too efficient and organizations are inert. (author's abstract)";
doc_525;"Novy, Andreas";"ger";"Die Methodologie interpretativer Sozialforschung";"";"Qualitative Sozialforschung / Methodologie / Kritik";"SRE - Discussion Papers / Department of Urban and Regional Development";2002;"";
doc_1e9;"Zeileis, Achim; Leisch, Friedrich; Hornik, Kurt; Kleiber, Christian";"eng";"strucchange";"structural change / CUSUM / MOSUM / recursive estimates / moving estimates / online monitoring / R, S.";"";"Report Series SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";2001;"This paper introduces ideas and methods for testing for structural change in linear regression models and presents how these have been realized in an R package called strucchange. It features tests from the generalized fluctuation test framework as well as from the F test (Chow test) framework. Extending standard significance tests it contains methods to fit, plot and test empirical fluctuation processes (like CUSUM, MOSUM and estimates-based processes) on the one hand and to compute, plot and test sequences of F statistics with the supF, aveF and expF test on the other. Thus, it makes powerful tools available to display information about structural changes in regression relationships and to assess their significance. Furthermore it is described how incoming data can be monitored online. (author's abstract)";
doc_dd1;"Schedlberger, Markus";"ger";"Beschaffung von Dienstleistungen in der österreichischen Arbeitsmarktpolitik";"";"Arbeitsmarktservice Österreich / Arbeitsmarktpolitk / öffentlicher Auftrag / Vergabe";"Working Papers / Institut für Sozialpolitik";2006;"kein Abstract vorhanden";
doc_dff;"Biyikoglu, Türker; Leydold, Josef";"eng";"Graphs with given degree sequence and maximal spectral radius";"adjacency matrix / eigenvectors / spectral radius / degree sequence / Perron vector / tree / majorization";"";"Research Report Series / Department of Statistics and Mathematics";2008;"We describe the structure of those graphs that have largest spectral radius in the class of all connected graphs with a given degree sequence. We show that in such a graph the degree sequence is non-increasing with respect to an ordering of the vertices induced by breadth-first search. For trees the resulting structure is uniquely determined up to isomorphism. We also show that the largest spectral radius in such classes of trees is strictly monotone with respect to majorization. This paper is the revised final version of the preprint no. 35 of this research report series. (author´s abstract)";
